method,stress,max_h,h,iou,boundary_f,jf,ops,vanish,hallucination,split,components,mce,pred_area,gt_area,uncertainty,confidence,brier_iou50,uec,ece_iou50,aurc_unc,selective_jf_80,n_rows,n_samples
convlstm_base,distractor,10,2,0.6872892998080566,0.7882893007357428,0.7377893002718996,0.9663341645885288,0.0202618453865336,0.0015586034912718,0.3132793017456359,1.6493142144638404,0.0025092131118268,0.0620510643557122,0.0595522336465693,0.0,0.9940066825124688,0.1573699784100501,,0.1539194216008793,0.339555570430593,0.7285863757133484,3208,3208
convlstm_base,distractor,10,3,0.6229148663388768,0.6845523240791943,0.6537335952090356,0.951995012468828,0.0289900249376558,0.0021820448877805,0.2992518703241895,1.5533042394014962,0.0025092131118268,0.0638790579838381,0.0597427127169056,0.0,0.991872887361674,0.2334470617354956,,0.2303392461261844,0.4080544900420692,0.6449024081230164,3208,3208
convlstm_base,distractor,10,4,0.5716594705919885,0.6018311549640528,0.5867453127780206,0.9364089775561096,0.0352244389027431,0.003428927680798,0.3020573566084788,1.509351620947631,0.0025092131118268,0.0653892595307521,0.0599221905766183,0.0,0.9897448760910224,0.3120560962660354,,0.3095703411132022,0.4635167183523953,0.5785771608352661,3208,3208
convlstm_base,distractor,10,5,0.5294781591717188,0.5320640029960916,0.5307710810839052,0.9217581047381546,0.0405236907730673,0.0049875311720698,0.2899002493765586,1.4653990024937655,0.0025092131118268,0.0669385191805642,0.0600730872742189,0.0,0.9876809441240648,0.3808281500440583,,0.379202115082384,0.5089687749506194,0.5241584777832031,3208,3208
convlstm_base,distractor,10,6,0.4932902587618574,0.4739723373457581,0.4836312980538078,0.9008728179551122,0.0486284289276807,0.0065461346633416,0.2677680798004987,1.4173940149625934,0.0025092131118268,0.0683793902694435,0.0602081713170415,0.0,0.9855739374707762,0.4365175539567286,,0.4356986535086001,0.5472394513766475,0.4786550104618072,3208,3208
convlstm_base,distractor,10,7,0.4610978731109619,0.4252443005914141,0.4431710868511881,0.8855985037406484,0.0564214463840399,0.0077930174563591,0.2456359102244389,1.3619077306733167,0.0025092131118268,0.0697941070582008,0.0603258614396084,0.0,0.9833912837535068,0.4907499240372246,,0.4914960277794008,0.5805368079947746,0.4397779405117035,3208,3208
convlstm_base,distractor,10,8,0.4319913688585511,0.3842715113842417,0.4081314401213964,0.8644014962593516,0.0648379052369077,0.0090399002493765,0.2213216957605985,1.314214463840399,0.0025092131118268,0.0712141933848105,0.0604134736942366,0.0,0.9811058900600064,0.545655345678924,,0.548437537212027,0.6104572021360314,0.4057527780532837,3208,3208
convlstm_base,distractor,10,9,0.4059976230323117,0.3496469334063886,0.3778222782193501,0.8388403990024937,0.0773067331670823,0.010286783042394,0.1988778054862842,1.269638403990025,0.0025092131118268,0.0725990690726525,0.0604720227967407,0.0,0.9787083195331984,0.5919796473664833,,0.596850473944683,0.6364493666677591,0.376736581325531,3208,3208
convlstm_base,distractor,10,10,0.3838628273546409,0.3205465920863222,0.3522047097204815,0.8179551122194514,0.0879052369077306,0.0112219451371571,0.1870324189526184,1.2428304239401495,0.0025092131118268,0.0739533595346486,0.0604981094491419,0.0,0.9761536709982856,0.630209319312079,,0.6376249833854654,0.6580416324850608,0.352588951587677,3208,3208
convlstm_base,frame_drop,10,all,0.5012891736507712,0.4925344810407396,0.4969118273457554,0.8874688279301746,0.0585099750623441,0.0057044887780548,0.2887468827930174,1.493204488778055,0.0034865888864961,0.0691872089118566,0.0600551242675104,0.0,0.9822995002727556,0.433794192542459,,0.4346062110490781,0.5405195466207918,0.4887346625328064,32080,3208
